Unnamed: 0,questions,answer,type
2855,When was Yemen granted UN membership?,09/30/1947,date
2856,At what date did Yemen secure its place in the United Nations?,09/30/1947,date
2857,When did Yemen achieve membership status within the United Nations?,09/30/1947,date
2858,At what specific date did Yemen enter the United Nations?,09/30/1947,date
2859,When did Yemen become part of the United Nations?,09/30/1947,date
2860,At what date did Yemen receive membership in the United Nations?,09/30/1947,date
2861,When was Yemen accepted as a member of the United Nations?,09/30/1947,date
2862,give me the date when Yemen became a member of the UN,09/30/1947,date
2863,When did Yemen obtain its United Nations membership?,09/30/1947,date
2864,what was the date when Yemen acquired membership in the United Nations?,09/30/1947,date
2865,At what date did Zambia attain membership in the United Nations?,12/01/1964,date
2866,When was Zambia admitted to the United Nations?,12/01/1964,date
2867,At what date did Zambia gain entry into the United Nations?,12/01/1964,date
2868,When did Zambia become a member state of the United Nations?,12/01/1964,date
2869,give me Zambia’s date of admission (dd/mm/yyyy format) into the UN,12/01/1964,date
2870,When was Zambia granted UN membership?,12/01/1964,date
2871,At what date did Zambia secure its place in the United Nations?,12/01/1964,date
2872,When did Zambia achieve membership status within the United Nations?,12/01/1964,date
2873,At what specific date did Zambia enter the United Nations?,12/01/1964,date
2874,When did Zambia become part of the United Nations?,12/01/1964,date
2875,At what date did Zambia receive membership in the United Nations?,12/01/1964,date
2876,When was Zambia accepted as a member of the United Nations?,12/01/1964,date
2877,give me the date when Zambia became a member of the UN,12/01/1964,date
2878,When did Zambia obtain its United Nations membership?,12/01/1964,date
2879,what was the date when Zambia acquired membership in the United Nations?,12/01/1964,date
2880,At what date did Zimbabwe attain membership in the United Nations?,08/25/1980,date
2881,When was Zimbabwe admitted to the United Nations?,08/25/1980,date
2882,At what date did Zimbabwe gain entry into the United Nations?,08/25/1980,date
2883,When did Zimbabwe become a member state of the United Nations?,08/25/1980,date
2884,give me Zimbabwe’s date of admission (dd/mm/yyyy format) into the UN,08/25/1980,date
2885,When was Zimbabwe granted UN membership?,08/25/1980,date
2886,At what date did Zimbabwe secure its place in the United Nations?,08/25/1980,date
2887,When did Zimbabwe achieve membership status within the United Nations?,08/25/1980,date
2888,At what specific date did Zimbabwe enter the United Nations?,08/25/1980,date
2889,When did Zimbabwe become part of the United Nations?,08/25/1980,date
2890,At what date did Zimbabwe receive membership in the United Nations?,08/25/1980,date
2891,When was Zimbabwe accepted as a member of the United Nations?,08/25/1980,date
2892,give me the date when Zimbabwe became a member of the UN,08/25/1980,date
2893,When did Zimbabwe obtain its United Nations membership?,08/25/1980,date
2894,what was the date when Zimbabwe acquired membership in the United Nations?,08/25/1980,date
2895,At what year did Republic of AZERBAIJAN attain membership in the OIC?,1992,numeric
2896,Which year was Republic of AZERBAIJAN admitted to the OIC?,1992,numeric
2897,At what year did Republic of AZERBAIJAN gain entry into the OIC?,1992,numeric
2898,When did Republic of AZERBAIJAN become a member state of the OIC?,1992,numeric
2899,Republic of AZERBAIJAN year of admission into the OIC,1992,numeric
2900,the year when Republic of AZERBAIJAN granted OIC membership?,1992,numeric
2901,At what year did Republic of AZERBAIJAN secure its place in the OIC?,1992,numeric
2902,Which year did Republic of AZERBAIJAN achieve membership status within the OIC?,1992,numeric
2903,At what specific year did Republic of AZERBAIJAN enter the OIC?,1992,numeric
2904,Which year did Republic of AZERBAIJAN become part of the OIC?,1992,numeric
2905,At what year did Republic of AZERBAIJAN receive membership in the OIC?,1992,numeric
2906,which year was Republic of AZERBAIJAN accepted as a member of the OIC?,1992,numeric
2907,give me the year when Republic of AZERBAIJAN became a member of the OIC,1992,numeric
2908,The year when Republic of AZERBAIJAN obtain its OIC membership?,1992,numeric
2909,what was the year when Republic of AZERBAIJAN acquired membership in the OIC?,1992,numeric
2910,At what year did Hashemite Kingdom of JORDAN attain membership in the OIC?,1969,numeric
2911,Which year was Hashemite Kingdom of JORDAN admitted to the OIC?,1969,numeric
2912,At what year did Hashemite Kingdom of JORDAN gain entry into the OIC?,1969,numeric
2913,When did Hashemite Kingdom of JORDAN become a member state of the OIC?,1969,numeric
2914,Hashemite Kingdom of JORDAN year of admission into the OIC,1969,numeric
2915,the year when Hashemite Kingdom of JORDAN granted OIC membership?,1969,numeric
2916,At what year did Hashemite Kingdom of JORDAN secure its place in the OIC?,1969,numeric
2917,Which year did Hashemite Kingdom of JORDAN achieve membership status within the OIC?,1969,numeric
2918,At what specific year did Hashemite Kingdom of JORDAN enter the OIC?,1969,numeric
2919,Which year did Hashemite Kingdom of JORDAN become part of the OIC?,1969,numeric
2920,At what year did Hashemite Kingdom of JORDAN receive membership in the OIC?,1969,numeric
2921,which year was Hashemite Kingdom of JORDAN accepted as a member of the OIC?,1969,numeric
2922,give me the year when Hashemite Kingdom of JORDAN became a member of the OIC,1969,numeric
2923,The year when Hashemite Kingdom of JORDAN obtain its OIC membership?,1969,numeric
2924,what was the year when Hashemite Kingdom of JORDAN acquired membership in the OIC?,1969,numeric
2925,At what year did Islamic Republic of AFGHANISTAN attain membership in the OIC?,1969,numeric
2926,Which year was Islamic Republic of AFGHANISTAN admitted to the OIC?,1969,numeric
2927,At what year did Islamic Republic of AFGHANISTAN gain entry into the OIC?,1969,numeric
2928,When did Islamic Republic of AFGHANISTAN become a member state of the OIC?,1969,numeric
2929,Islamic Republic of AFGHANISTAN year of admission into the OIC,1969,numeric
2930,the year when Islamic Republic of AFGHANISTAN granted OIC membership?,1969,numeric
2931,At what year did Islamic Republic of AFGHANISTAN secure its place in the OIC?,1969,numeric
2932,Which year did Islamic Republic of AFGHANISTAN achieve membership status within the OIC?,1969,numeric
2933,At what specific year did Islamic Republic of AFGHANISTAN enter the OIC?,1969,numeric
2934,Which year did Islamic Republic of AFGHANISTAN become part of the OIC?,1969,numeric
2935,At what year did Islamic Republic of AFGHANISTAN receive membership in the OIC?,1969,numeric
2936,which year was Islamic Republic of AFGHANISTAN accepted as a member of the OIC?,1969,numeric
2937,give me the year when Islamic Republic of AFGHANISTAN became a member of the OIC,1969,numeric
2938,The year when Islamic Republic of AFGHANISTAN obtain its OIC membership?,1969,numeric
2939,what was the year when Islamic Republic of AFGHANISTAN acquired membership in the OIC?,1969,numeric
2940,At what year did Republic of ALBANIA attain membership in the OIC?,1992,numeric
2941,Which year was Republic of ALBANIA admitted to the OIC?,1992,numeric
2942,At what year did Republic of ALBANIA gain entry into the OIC?,1992,numeric
2943,When did Republic of ALBANIA become a member state of the OIC?,1992,numeric
2944,Republic of ALBANIA year of admission into the OIC,1992,numeric
2945,the year when Republic of ALBANIA granted OIC membership?,1992,numeric
2946,At what year did Republic of ALBANIA secure its place in the OIC?,1992,numeric
2947,Which year did Republic of ALBANIA achieve membership status within the OIC?,1992,numeric
2948,At what specific year did Republic of ALBANIA enter the OIC?,1992,numeric
2949,Which year did Republic of ALBANIA become part of the OIC?,1992,numeric
2950,At what year did Republic of ALBANIA receive membership in the OIC?,1992,numeric
2951,which year was Republic of ALBANIA accepted as a member of the OIC?,1992,numeric
2952,give me the year when Republic of ALBANIA became a member of the OIC,1992,numeric
2953,The year when Republic of ALBANIA obtain its OIC membership?,1992,numeric
2954,what was the year when Republic of ALBANIA acquired membership in the OIC?,1992,numeric
2955,At what year did State of The UNITED ARAB EMIRATES attain membership in the OIC?,1972,numeric
2956,Which year was State of The UNITED ARAB EMIRATES admitted to the OIC?,1972,numeric
