Unnamed: 0,questions,answer,type
5460,What was the population count of South Australia's 20-24  age group in 2021?,"109,174",numeric
5461,How many individuals aged 20-24  were there in South Australia in 2021?,"109,174",numeric
5462,What was South Australia's population figure for the 20-24  age bracket in 2021?,"109,174",numeric
5463,"In 2021, what was the number of people aged 20-24  residing in South Australia?","109,174",numeric
5464,What was the demographic size of South Australia's 20-24  age category in 2021?,"109,174",numeric
5465,How many residents aged 20-24  were recorded in South Australia in 2021?,"109,174",numeric
5466,What was the population tally for South Australia's 20-24  age group in 2021?,"109,174",numeric
5467,How many individuals aged 20-24  were living in South Australia in 2021?,"109,174",numeric
5468,What was the count of South Australia's 20-24  age range population in 2021?,"109,174",numeric
5469,What was the population size of South Australia's 20-24  age group in 2021?,"109,174",numeric
5470,What was the population census result for South Australia's 20-24  age cohort in 2021?,"109,174",numeric
5471,How many people in the age group 20-24  were accounted for in South Australia's 2021 census?,"109,174",numeric
5472,What was the population total for South Australia's 20-24  age demographic in 2021?,"109,174",numeric
5473,"In 2021, what was the population of South Australia of the age group 20-24  years?","109,174",numeric
5474,population of South Australia in 2021 between 20-24  age group,"109,174",numeric
5475,What was the population count of Western Australia's 20-24  age group in 2021?,"158,817",numeric
5476,How many individuals aged 20-24  were there in Western Australia in 2021?,"158,817",numeric
5477,What was Western Australia's population figure for the 20-24  age bracket in 2021?,"158,817",numeric
5478,"In 2021, what was the number of people aged 20-24  residing in Western Australia?","158,817",numeric
5479,What was the demographic size of Western Australia's 20-24  age category in 2021?,"158,817",numeric
5480,How many residents aged 20-24  were recorded in Western Australia in 2021?,"158,817",numeric
5481,What was the population tally for Western Australia's 20-24  age group in 2021?,"158,817",numeric
5482,How many individuals aged 20-24  were living in Western Australia in 2021?,"158,817",numeric
5483,What was the count of Western Australia's 20-24  age range population in 2021?,"158,817",numeric
5484,What was the population size of Western Australia's 20-24  age group in 2021?,"158,817",numeric
5485,What was the population census result for Western Australia's 20-24  age cohort in 2021?,"158,817",numeric
5486,How many people in the age group 20-24  were accounted for in Western Australia's 2021 census?,"158,817",numeric
5487,What was the population total for Western Australia's 20-24  age demographic in 2021?,"158,817",numeric
5488,"In 2021, what was the population of Western Australia of the age group 20-24  years?","158,817",numeric
5489,population of Western Australia in 2021 between 20-24  age group,"158,817",numeric
5490,What was the population count of Tasmania's 20-24  age group in 2021?,"31,024",numeric
5491,How many individuals aged 20-24  were there in Tasmania in 2021?,"31,024",numeric
5492,What was Tasmania's population figure for the 20-24  age bracket in 2021?,"31,024",numeric
5493,"In 2021, what was the number of people aged 20-24  residing in Tasmania?","31,024",numeric
5494,What was the demographic size of Tasmania's 20-24  age category in 2021?,"31,024",numeric
5495,How many residents aged 20-24  were recorded in Tasmania in 2021?,"31,024",numeric
5496,What was the population tally for Tasmania's 20-24  age group in 2021?,"31,024",numeric
5497,How many individuals aged 20-24  were living in Tasmania in 2021?,"31,024",numeric
5498,What was the count of Tasmania's 20-24  age range population in 2021?,"31,024",numeric
5499,What was the population size of Tasmania's 20-24  age group in 2021?,"31,024",numeric
5500,What was the population census result for Tasmania's 20-24  age cohort in 2021?,"31,024",numeric
5501,How many people in the age group 20-24  were accounted for in Tasmania's 2021 census?,"31,024",numeric
5502,What was the population total for Tasmania's 20-24  age demographic in 2021?,"31,024",numeric
5503,"In 2021, what was the population of Tasmania of the age group 20-24  years?","31,024",numeric
5504,population of Tasmania in 2021 between 20-24  age group,"31,024",numeric
5505,What was the population count of Northern Territory's 20-24  age group in 2021?,"15,791",numeric
5506,How many individuals aged 20-24  were there in Northern Territory in 2021?,"15,791",numeric
5507,What was Northern Territory's population figure for the 20-24  age bracket in 2021?,"15,791",numeric
5508,"In 2021, what was the number of people aged 20-24  residing in Northern Territory?","15,791",numeric
5509,What was the demographic size of Northern Territory's 20-24  age category in 2021?,"15,791",numeric
5510,How many residents aged 20-24  were recorded in Northern Territory in 2021?,"15,791",numeric
5511,What was the population tally for Northern Territory's 20-24  age group in 2021?,"15,791",numeric
5512,How many individuals aged 20-24  were living in Northern Territory in 2021?,"15,791",numeric
5513,What was the count of Northern Territory's 20-24  age range population in 2021?,"15,791",numeric
5514,What was the population size of Northern Territory's 20-24  age group in 2021?,"15,791",numeric
5515,What was the population census result for Northern Territory's 20-24  age cohort in 2021?,"15,791",numeric
5516,How many people in the age group 20-24  were accounted for in Northern Territory's 2021 census?,"15,791",numeric
5517,What was the population total for Northern Territory's 20-24  age demographic in 2021?,"15,791",numeric
5518,"In 2021, what was the population of Northern Territory of the age group 20-24  years?","15,791",numeric
5519,population of Northern Territory in 2021 between 20-24  age group,"15,791",numeric
5520,What was the population count of Australian Capital Territory's 20-24  age group in 2021?,"34,261",numeric
5521,How many individuals aged 20-24  were there in Australian Capital Territory in 2021?,"34,261",numeric
5522,What was Australian Capital Territory's population figure for the 20-24  age bracket in 2021?,"34,261",numeric
5523,"In 2021, what was the number of people aged 20-24  residing in Australian Capital Territory?","34,261",numeric
5524,What was the demographic size of Australian Capital Territory's 20-24  age category in 2021?,"34,261",numeric
5525,How many residents aged 20-24  were recorded in Australian Capital Territory in 2021?,"34,261",numeric
5526,What was the population tally for Australian Capital Territory's 20-24  age group in 2021?,"34,261",numeric
5527,How many individuals aged 20-24  were living in Australian Capital Territory in 2021?,"34,261",numeric
5528,What was the count of Australian Capital Territory's 20-24  age range population in 2021?,"34,261",numeric
5529,What was the population size of Australian Capital Territory's 20-24  age group in 2021?,"34,261",numeric
5530,What was the population census result for Australian Capital Territory's 20-24  age cohort in 2021?,"34,261",numeric
5531,How many people in the age group 20-24  were accounted for in Australian Capital Territory's 2021 census?,"34,261",numeric
5532,What was the population total for Australian Capital Territory's 20-24  age demographic in 2021?,"34,261",numeric
5533,"In 2021, what was the population of Australian Capital Territory of the age group 20-24  years?","34,261",numeric
5534,population of Australian Capital Territory in 2021 between 20-24  age group,"34,261",numeric
5535,What was the population count of Australia's 25-29  age group in 2021?,"1,771,676",numeric
5536,How many individuals aged 25-29  were there in Australia in 2021?,"1,771,676",numeric
5537,What was Australia's population figure for the 25-29  age bracket in 2021?,"1,771,676",numeric
5538,"In 2021, what was the number of people aged 25-29  residing in Australia?","1,771,676",numeric
5539,What was the demographic size of Australia's 25-29  age category in 2021?,"1,771,676",numeric
5540,How many residents aged 25-29  were recorded in Australia in 2021?,"1,771,676",numeric
